,url,id,receiver,concern,action_phrase,actionability_score
18,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']","The Royal College of Pathologists’ guidelines for urgent reporting only require phoning results above 750 for ALT, 300 for bilirubin, and 354 for creatinine, and do not provide for different reporting levels for pregnant women.",[no response],0
19,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']","The Royal College of Pathologists’ guidelines for urgent reporting only require phoning results above 750 for ALT, 300 for bilirubin, and 354 for creatinine, and do not provide for different reporting levels for pregnant women.",[no response],0
20,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']","The Royal College of Pathologists’ guidelines for urgent reporting only require phoning results above 750 for ALT, 300 for bilirubin, and 354 for creatinine, and do not provide for different reporting levels for pregnant women.",UHBW has written to the Royal College of Pathologists and Royal College of Obstetricians asking them to consider the development of national guidance on reference ranges for LFTs in pregnancy.,3
21,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']",Pregnancy specific conditions such as Acute Fatty Liver of Pregnancy can be potentially fatal at much lower levels of abnormal LFTs than those currently set by the Royal College of Pathologists.,NHS England supports the revision of the Royal College of Pathologists’ guidelines to incorporate different urgent reporting levels for results of tests taken during pregnancy.,3
22,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']",Pregnancy specific conditions such as Acute Fatty Liver of Pregnancy can be potentially fatal at much lower levels of abnormal LFTs than those currently set by the Royal College of Pathologists.,"The need to agree local cut offs with clinicians, which might include pregnancy, will be emphasised in the next revision of the Communication of Critical and Unexpected Pathology Results document.",3
23,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']",Pregnancy specific conditions such as Acute Fatty Liver of Pregnancy can be potentially fatal at much lower levels of abnormal LFTs than those currently set by the Royal College of Pathologists.,RCOG will review the response from the Royal College of Pathologists and ensure it is communicated with members and included in relevant clinical guidance.,3
24,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']",Pregnancy specific conditions such as Acute Fatty Liver of Pregnancy can be potentially fatal at much lower levels of abnormal LFTs than those currently set by the Royal College of Pathologists.,UHBW has written to the Royal College of Pathologists and Royal College of Obstetricians asking them to consider the development of national guidance on reference ranges for LFTs in pregnancy.,3
25,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']",Pregnancy specific conditions such as Acute Fatty Liver of Pregnancy can be potentially fatal at much lower levels of abnormal LFTs than those currently set by the Royal College of Pathologists.,[no response],0
26,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']",There was a delay in diagnosing Acute Fatty Liver of Pregnancy and starting appropriate treatment as a result of the reporting thresholds and lack of communication of abnormal results.,"NHS England has established Maternal Medicine Networks to improve specialist advice and care for women with acute medical problems before, during, and after pregnancy.",3
27,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']",There was a delay in diagnosing Acute Fatty Liver of Pregnancy and starting appropriate treatment as a result of the reporting thresholds and lack of communication of abnormal results.,RCOG will review the response from the Royal College of Pathologists and ensure it is communicated with members and included in relevant clinical guidance.,3
28,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']",There was a delay in diagnosing Acute Fatty Liver of Pregnancy and starting appropriate treatment as a result of the reporting thresholds and lack of communication of abnormal results.,The need to agree local cut offs with clinicians will be emphasised in the next revision of the Communication of Critical and Unexpected Pathology Results document.,3
29,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']",There was a delay in diagnosing Acute Fatty Liver of Pregnancy and starting appropriate treatment as a result of the reporting thresholds and lack of communication of abnormal results.,"Once national guidance is available, UHBW will set up a task and finish group to implement new reference ranges for urgent reporting of LFTs in pregnancy across the Trust.",4
30,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-gale-prevention-of-future-deaths-report/,2024-0619,"['Royal College of Pathologists', 'Royal College of Obstetricians and Gynaecologists', 'Chief Midwife', 'Southwest Regional Midwife', 'University Hospitals Bristol and Weston NHS Foundation Trust']",There was a delay in diagnosing Acute Fatty Liver of Pregnancy and starting appropriate treatment as a result of the reporting thresholds and lack of communication of abnormal results.,[no response],0
31,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",Non-specialist medical staff may have varied understanding of the appropriate contacts and timing for engaging with specialist renal hospitals.,Display laminated quick reference guide with emergency contact numbers for renal services at UHCW across the Trust.,2
32,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",Non-specialist medical staff may have varied understanding of the appropriate contacts and timing for engaging with specialist renal hospitals.,Outline current processes for GEH to contact specialist renal and virology teams in the guidelines.,2
33,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",Non-specialist medical staff may have varied understanding of the appropriate contacts and timing for engaging with specialist renal hospitals.,"Recommend all hospital switchboards, Emergency Departments and relevant personnel have a master copy of local specialist centre contact details.",2
34,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",Non-specialist medical staff may have varied understanding of the appropriate contacts and timing for engaging with specialist renal hospitals.,"Recommend all hospital switchboards, Emergency Departments and relevant personnel have a master copy of local specialist centre contact details.",2
35,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",Non-specialist medical staff may have varied understanding of the appropriate contacts and timing for engaging with specialist renal hospitals.,[no response],0
36,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",Non-specialist medical staff may have varied understanding of the appropriate contacts and timing for engaging with specialist renal hospitals.,Share PFD reports and learning with Regional Medical Directors and clinical colleagues via the Regulation 28 Working Group.,3
37,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",The specific patient information that non-specialist staff should provide to specialist renal hospitals may not always be clearly defined.,"Guidelines illustrate sample collection requirements, actions for positive results, and telephone numbers to be used.",1
38,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",The specific patient information that non-specialist staff should provide to specialist renal hospitals may not always be clearly defined.,"Guidelines and SLA set up a clear framework for communication, including timely investigation and treatment, and processes to document communication.",2
39,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",The specific patient information that non-specialist staff should provide to specialist renal hospitals may not always be clearly defined.,Advise that electronic information sharing in real-time should be the gold standard for information sharing.,3
40,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",The specific patient information that non-specialist staff should provide to specialist renal hospitals may not always be clearly defined.,Advise that electronic information sharing in real-time should be the gold standard for information sharing.,3
41,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",The specific patient information that non-specialist staff should provide to specialist renal hospitals may not always be clearly defined.,[no response],0
42,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",The specific patient information that non-specialist staff should provide to specialist renal hospitals may not always be clearly defined.,Specialist Clinical Reference Group has developed service specifications that define standards of care for kidney transplantation and acute kidney injuries.,1
43,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","Non-specialist staff may experience varying levels of awareness or accessibility to guidelines and protocols for treating kidney transplant patients, which could lead to a misunderstanding of the significance and urgency of the actions recommended by specialist renal hospitals.",Guidelines from UHCW will be available on the intranet once ratified and have been shared with all Directorates.,3
44,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","Non-specialist staff may experience varying levels of awareness or accessibility to guidelines and protocols for treating kidney transplant patients, which could lead to a misunderstanding of the significance and urgency of the actions recommended by specialist renal hospitals.",Guidelines have been cascaded within clinical teams and will be placed on the UHCW intranet after governance ratification.,3
45,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","Non-specialist staff may experience varying levels of awareness or accessibility to guidelines and protocols for treating kidney transplant patients, which could lead to a misunderstanding of the significance and urgency of the actions recommended by specialist renal hospitals.",Advise that the critical action is to contact the Specialist Centre if there is misunderstanding of urgency.,2
46,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","Non-specialist staff may experience varying levels of awareness or accessibility to guidelines and protocols for treating kidney transplant patients, which could lead to a misunderstanding of the significance and urgency of the actions recommended by specialist renal hospitals.",Advise that the critical action is to contact the Specialist Centre if there is misunderstanding of urgency.,2
47,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","Non-specialist staff may experience varying levels of awareness or accessibility to guidelines and protocols for treating kidney transplant patients, which could lead to a misunderstanding of the significance and urgency of the actions recommended by specialist renal hospitals.",[no response],0
48,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","Non-specialist staff may experience varying levels of awareness or accessibility to guidelines and protocols for treating kidney transplant patients, which could lead to a misunderstanding of the significance and urgency of the actions recommended by specialist renal hospitals.",Share PFD reports and learning with Regional Medical Directors and clinical colleagues via the Regulation 28 Working Group.,3
49,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",There may be some inconsistency across non-specialist hospitals and renal hospitals in understanding who is responsible for initiating patient transfers.,Consultant to consultant clinical conversations will take place if there is a requirement to transfer the patient to the renal centre.,3
50,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",There may be some inconsistency across non-specialist hospitals and renal hospitals in understanding who is responsible for initiating patient transfers.,"UHCW will be responsible to accept all renal patients admitted to GEH, and daily huddle at 11.30am highlights interhospital transfers.",4
51,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",There may be some inconsistency across non-specialist hospitals and renal hospitals in understanding who is responsible for initiating patient transfers.,"Recommend that when a Specialist Team is managing care, they assume responsibility for recommending the best location for care delivery.",2
52,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",There may be some inconsistency across non-specialist hospitals and renal hospitals in understanding who is responsible for initiating patient transfers.,"Recommend that when a Specialist Team is managing care, they assume responsibility for recommending the best location for care delivery.",2
53,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",There may be some inconsistency across non-specialist hospitals and renal hospitals in understanding who is responsible for initiating patient transfers.,[no response],0
54,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']",There may be some inconsistency across non-specialist hospitals and renal hospitals in understanding who is responsible for initiating patient transfers.,Share PFD reports and learning with Regional Medical Directors and clinical colleagues via the Regulation 28 Working Group.,3
55,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","Considerations regarding whether patients should remain in non-specialist areas or be transferred may differ, potentially affecting consistency in care approaches.",Consultant to consultant referral process in place where decisions are made on location based on the patient's clinical need.,1
56,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","Considerations regarding whether patients should remain in non-specialist areas or be transferred may differ, potentially affecting consistency in care approaches.",SLA supports decision-making for patient location by ensuring face to face communication between senior medical staff from UHCW and GEH.,1
